symbol,open,high,low,close,volume,timestamp
NIFTY,23132.15,23136.75,23130.7,23135.8,620674,2026-06-09T10:50:00.000000Z
NIFTY,23134.6,23135,23129.45,23130.9,743139,2026-06-09T10:51:00.000000Z
NIFTY,23134.6,23135,23129.45,23130.9,743139,2026-06-09T10:51:00.000000Z
NIFTY,23134.6,23135,23129.45,23130.9,743139,2026-06-09T10:51:00.000000Z
NIFTY,23134.6,23135,23129.45,23130.9,743139,2026-06-09T10:51:00.000000Z
NIFTY,23130.85,23139.1,23129.1,23135.45,613676,2026-06-09T10:52:00.000000Z
NIFTY,23130.85,23139.1,23129.1,23135.45,613676,2026-06-09T10:52:00.000000Z
NIFTY,23130.85,23139.1,23129.1,23135.45,613676,2026-06-09T10:52:00.000000Z
NIFTY,23130.85,23139.1,23129.1,23135.45,613676,2026-06-09T10:52:00.000000Z
NIFTY,23135.95,23147.3,23135.95,23146.7,566692,2026-06-09T10:53:00.000000Z
NIFTY,23135.95,23147.3,23135.95,23146.7,566692,2026-06-09T10:53:00.000000Z
NIFTY,23135.95,23147.3,23135.95,23146.7,566692,2026-06-09T10:53:00.000000Z
NIFTY,23135.95,23147.3,23135.95,23146.7,566692,2026-06-09T10:53:00.000000Z
NIFTY,23146.55,23157.05,23146.1,23155.2,614297,2026-06-09T10:54:00.000000Z
NIFTY,23146.55,23157.05,23146.1,23155.2,614297,2026-06-09T10:54:00.000000Z
NIFTY,23146.55,23157.05,23146.1,23155.2,614297,2026-06-09T10:54:00.000000Z
NIFTY,23146.55,23157.05,23146.1,23155.2,614297,2026-06-09T10:54:00.000000Z
NIFTY,23155.1,23160.15,23151.25,23151.25,702669,2026-06-09T10:55:00.000000Z
NIFTY,23155.1,23160.15,23151.25,23151.25,702669,2026-06-09T10:55:00.000000Z
NIFTY,23155.1,23160.15,23151.25,23151.25,702669,2026-06-09T10:55:00.000000Z
NIFTY,23155.1,23160.15,23151.25,23151.25,702669,2026-06-09T10:55:00.000000Z
NIFTY,23150.9,23152.45,23147.6,23150.8,398488,2026-06-09T10:56:00.000000Z
NIFTY,23150.9,23152.45,23147.6,23150.8,398488,2026-06-09T10:56:00.000000Z
NIFTY,23150.9,23152.45,23147.6,23150.8,398488,2026-06-09T10:56:00.000000Z
NIFTY,23150.9,23152.45,23147.6,23150.8,398488,2026-06-09T10:56:00.000000Z
NIFTY,23150.15,23151.45,23146.35,23147.85,382956,2026-06-09T10:57:00.000000Z
NIFTY,23150.15,23151.45,23146.35,23147.85,382956,2026-06-09T10:57:00.000000Z
NIFTY,23150.15,23151.45,23146.35,23147.85,382956,2026-06-09T10:57:00.000000Z
NIFTY,23150.15,23151.45,23146.35,23147.85,382956,2026-06-09T10:57:00.000000Z
NIFTY,23147.6,23152.3,23147.6,23151.6,479896,2026-06-09T10:58:00.000000Z
NIFTY,23147.6,23152.3,23147.6,23151.6,479896,2026-06-09T10:58:00.000000Z
NIFTY,23147.6,23152.3,23147.6,23151.6,479896,2026-06-09T10:58:00.000000Z
NIFTY,23147.6,23152.3,23147.6,23151.6,479896,2026-06-09T10:58:00.000000Z
NIFTY,23151.15,23158.55,23150.1,23154.55,776040,2026-06-09T10:59:00.000000Z
NIFTY,23151.15,23158.55,23150.1,23154.55,776040,2026-06-09T10:59:00.000000Z
NIFTY,23151.15,23158.55,23150.1,23154.55,776040,2026-06-09T10:59:00.000000Z
NIFTY,23151.15,23158.55,23150.1,23154.55,776040,2026-06-09T10:59:00.000000Z
NIFTY,23153.8,23155.1,23149.6,23153.85,517617,2026-06-09T11:00:00.000000Z
NIFTY,23153.8,23155.1,23149.6,23153.85,517617,2026-06-09T11:00:00.000000Z
NIFTY,23153.8,23155.1,23149.6,23153.85,517617,2026-06-09T11:00:00.000000Z
NIFTY,23153.8,23155.1,23149.6,23153.85,517617,2026-06-09T11:00:00.000000Z
NIFTY,23153.95,23155.85,23150.1,23152.3,549655,2026-06-09T11:01:00.000000Z
NIFTY,23153.95,23155.85,23150.1,23152.3,549655,2026-06-09T11:01:00.000000Z
NIFTY,23153.95,23155.85,23150.1,23152.3,549655,2026-06-09T11:01:00.000000Z
NIFTY,23153.95,23155.85,23150.1,23152.3,549655,2026-06-09T11:01:00.000000Z
NIFTY,23151.95,23156.6,23151.95,23154.15,460940,2026-06-09T11:02:00.000000Z
NIFTY,23151.95,23156.6,23151.95,23154.15,460940,2026-06-09T11:02:00.000000Z
NIFTY,23151.95,23156.6,23151.95,23154.15,460940,2026-06-09T11:02:00.000000Z
NIFTY,23151.95,23156.6,23151.95,23154.15,460940,2026-06-09T11:02:00.000000Z
NIFTY,23153.8,23155.3,23152.4,23153.25,816562,2026-06-09T11:03:00.000000Z
NIFTY,23153.8,23155.3,23152.4,23153.25,816562,2026-06-09T11:03:00.000000Z
NIFTY,23153.8,23155.3,23152.4,23153.25,816562,2026-06-09T11:03:00.000000Z
NIFTY,23153.8,23155.3,23152.4,23153.25,816562,2026-06-09T11:03:00.000000Z
NIFTY,23151.95,23156.85,23151.7,23154.85,602253,2026-06-09T11:04:00.000000Z
NIFTY,23151.95,23156.85,23151.7,23154.85,602253,2026-06-09T11:04:00.000000Z
NIFTY,23151.95,23156.85,23151.7,23154.85,602253,2026-06-09T11:04:00.000000Z
NIFTY,23151.95,23156.85,23151.7,23154.85,602253,2026-06-09T11:04:00.000000Z
NIFTY,23154.25,23160,23154.25,23159.1,776715,2026-06-09T11:05:00.000000Z
NIFTY,23154.25,23160,23154.25,23159.1,776715,2026-06-09T11:05:00.000000Z
NIFTY,23154.25,23160,23154.25,23159.1,776715,2026-06-09T11:05:00.000000Z
NIFTY,23154.25,23160,23154.25,23159.1,776715,2026-06-09T11:05:00.000000Z
NIFTY,23159.05,23161.9,23157.85,23160.65,1369760,2026-06-09T11:06:00.000000Z
